classifier,tr_precision,tr_recall,tr_f1 ,tr_accuracy,tr_cv,te_precision,te_recall,te_f1 ,te_accuracy,te_cv
LogR,0.977,0.972,0.974,0.974,0.84,0.8,0.857,0.792,0.8,0.84
SVM,0.977,0.972,0.974,0.974,0.86,0.8,0.857,0.792,0.8,0.86
RF,0.977,0.972,0.974,0.974,0.84,0.8,0.857,0.792,0.8,0.84
ETC,1.0,1.0,1.0,1.0,0.84,0.8,0.857,0.792,0.8,0.82
ETC,0.977,0.972,0.974,0.974,0.82,0.8,0.857,0.792,0.8,0.82
