classifier,tr_precision,tr_recall,tr_f1 ,tr_accuracy,tr_cv,te_precision,te_recall,te_f1 ,te_accuracy,te_cv
LogR,0.989,0.989,0.989,0.989,0.76,0.854,0.87,0.853,0.854,0.76
SVM,0.968,0.968,0.968,0.968,0.76,0.871,0.887,0.873,0.875,0.76
RF,0.995,0.994,0.995,0.995,0.72,0.848,0.861,0.851,0.854,0.72
ETC,1.0,1.0,1.0,1.0,0.72,0.848,0.861,0.851,0.854,0.72
ETC,1.0,1.0,1.0,1.0,0.75,0.825,0.835,0.829,0.833,0.75
