classifier,tr_precision,tr_recall,tr_f1 ,tr_accuracy,tr_cv,te_precision,te_recall,te_f1 ,te_accuracy,te_cv
LogR,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.97
SVM,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.97
RF,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,0.96
ETC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ETC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
