classifier,tr_precision,tr_recall,tr_f1 ,tr_accuracy,te_precision,te_recall,te_f1 ,te_accuracy
ENS-1,0.979,0.979,0.979,0.979,0.961,0.959,0.96,0.96
ENS-1,0.98,0.98,0.98,0.98,0.952,0.949,0.95,0.95
ENS-1,0.98,0.98,0.98,0.98,0.952,0.949,0.95,0.95
