classifier,tr_precision,tr_recall,tr_f1 ,tr_accuracy,te_precision,te_recall,te_f1 ,te_accuracy
ENS-1,0.946,0.943,0.943,0.943,0.956,0.954,0.954,0.954
ENS-1,0.944,0.941,0.941,0.941,0.96,0.959,0.959,0.959
ENS-1,0.944,0.941,0.941,0.941,0.96,0.959,0.959,0.959
