classifier,tr_precision,tr_recall,tr_f1 ,tr_accuracy,te_precision,te_recall,te_f1 ,te_accuracy
ENS-1,0.958,0.944,0.949,0.95,0.875,0.929,0.89,0.9
ENS-1,0.958,0.944,0.949,0.95,0.875,0.929,0.89,0.9
ENS-1,0.958,0.944,0.949,0.95,0.875,0.929,0.89,0.9
