classifier,tr_precision,tr_recall,tr_f1 ,tr_accuracy,te_precision,te_recall,te_f1 ,te_accuracy
LogR,0.977,0.972,0.974,0.974,0.8,0.857,0.792,0.8
SVM,0.977,0.972,0.974,0.974,0.8,0.857,0.792,0.8
RF,0.977,0.972,0.974,0.974,0.8,0.857,0.792,0.8
ETC,1.0,1.0,1.0,1.0,0.75,0.786,0.697,0.7
ETC,0.977,0.972,0.974,0.974,0.75,0.786,0.697,0.7
