classifier,tr_precision,tr_recall,tr_f1 ,tr_accuracy,te_precision,te_recall,te_f1 ,te_accuracy
LogR,0.993,0.993,0.993,0.993,0.841,0.839,0.838,0.838
SVM,0.973,0.973,0.972,0.972,0.812,0.81,0.81,0.811
RF,1.0,1.0,1.0,1.0,0.834,0.814,0.809,0.811
ETC,1.0,1.0,1.0,1.0,0.896,0.893,0.892,0.892
ETC,1.0,1.0,1.0,1.0,0.92,0.92,0.919,0.919
