classifier,tr_precision,tr_recall,tr_f1 ,tr_accuracy,te_precision,te_recall,te_f1 ,te_accuracy
LogR,0.957,0.967,0.96,0.961,1.0,1.0,1.0,1.0
SVM,0.938,0.95,0.94,0.941,0.845,0.845,0.845,0.846
RF,0.957,0.967,0.96,0.961,1.0,1.0,1.0,1.0
ETC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ETC,0.957,0.967,0.96,0.961,0.929,0.929,0.923,0.923
