classifier,tr_precision,tr_recall,tr_f1 ,tr_accuracy,te_precision,te_recall,te_f1 ,te_accuracy
LogR,0.961,0.928,0.943,0.96,0.92,0.856,0.883,0.922
SVM,0.942,0.87,0.899,0.933,0.954,0.833,0.876,0.922
RF,0.992,0.997,0.995,0.996,0.92,0.856,0.883,0.922
ETC,1.0,1.0,1.0,1.0,0.884,0.846,0.863,0.906
ETC,0.997,0.992,0.994,0.996,0.869,0.813,0.836,0.891
